1324.062622,60.54391479,4188.751953,-0.021392824,1.23456789,5.452102661
1323.699829,66.6397171,3626.196289,-0.000213678,1.23456789,4.873176575
1356.791748,69.30744171,3549.849365,-0.033538815,1.23456789,-81.17989159
2089.886719,114.9308167,3421.708008,-0.00115966,1.23456789,-81.44691849
2186.718018,121.6902695,3473.271484,0.134834051,1.23456789,-137.8478432
2350.125732,114.6433182,3686.454834,0.035424083,1.23456789,-134.7703285
2455.203857,119.1808472,3715.014404,-0.033538658,1.23456789,-51.07906342
2689.837402,143.0770721,3796.933105,0.140088633,1.23456789,-102.6147919
2874.15625,144.7454987,3830.731689,0.042583451,1.23456789,-68.87665939
3049.469727,155.0483856,3749.664063,-0.058105495,6.067502499,-64.74483299
5276.13916,359.8752136,3946.841064,0.276032656,-9.567407608,119.2220459
5190.755371,346.8085327,3993.476563,0.219619855,-1.122159004,101.1069183
3234.701172,108.5133972,5186.616211,-0.034362633,1.23456789,173.2152786
3206.101074,104.3331985,5271.054199,0.042797253,1.23456789,149.5490494
3157.112549,107.0045395,5225.376953,-0.041687068,1.23456789,9.467323303
3109.496094,114.3008652,4914.588379,-0.008148175,1.23456789,3.22492218
2703.927734,104.2732239,4514.194824,0.211230025,1.23456789,31.38304138
2599.0625,102.7933502,4371.541992,-1.532043457,1.23456789,15.52873993
0,0,0,0,0,0
